,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,property_type,room_type,accommodates,bedrooms,beds,bed_type,minimum_nights,price,price_pred
2216,moderate,f,1.0,Outer Mission,Apartment,Entire home/apt,5.0,3.0,3.0,Real Bed,3.0,400.0,225.34442
2132,strict_14_with_grace_period,f,1.0,Mission,Apartment,Entire home/apt,2.0,2.0,2.0,Real Bed,5.0,187.0,202.2639
555,strict_14_with_grace_period,f,5.0,Haight Ashbury,House,Private room,1.0,1.0,1.0,Real Bed,2.0,53.0,87.90623
2441,strict_14_with_grace_period,t,1.0,Mission,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,2.0,900.0,237.09338
4215,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,87.0,86.22489
2128,flexible,t,28.0,Downtown/Civic Center,Apartment,Private room,2.0,1.0,1.0,Real Bed,1.0,110.0,98.21326
1486,flexible,f,25.0,North Beach,Bed and breakfast,Shared room,4.0,1.0,4.0,Real Bed,1.0,38.0,111.21826
5092,moderate,t,1.0,Bernal Heights,House,Entire home/apt,7.0,2.0,6.0,Real Bed,3.0,275.0,251.9206
1273,strict_14_with_grace_period,t,3.0,Downtown/Civic Center,Condominium,Entire home/apt,5.0,2.0,3.0,Real Bed,30.0,230.0,244.74922
6695,moderate,f,1.0,Castro/Upper Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,110.0,144.48358
1412,moderate,f,2.0,Mission,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,3.0,290.0,245.88431
6885,flexible,t,2.0,Inner Richmond,Apartment,Private room,1.0,1.0,1.0,Real Bed,45.0,55.0,78.02699
6525,strict_14_with_grace_period,t,1.0,Haight Ashbury,Guest suite,Entire home/apt,3.0,1.0,1.0,Real Bed,2.0,198.0,138.34879
1472,moderate,t,2.0,Visitacion Valley,House,Entire home/apt,6.0,2.0,4.0,Real Bed,3.0,250.0,244.92892
2338,strict_14_with_grace_period,t,3.0,Pacific Heights,House,Entire home/apt,6.0,3.0,4.0,Real Bed,3.0,715.0,944.92523
5588,moderate,t,3.0,South of Market,Apartment,Entire home/apt,2.0,0.0,2.0,Real Bed,30.0,125.0,128.16264
2092,strict_14_with_grace_period,f,2.0,West of Twin Peaks,Apartment,Entire home/apt,3.0,1.0,2.0,Real Bed,4.0,144.0,182.46527
5721,moderate,f,1.0,Outer Sunset,Apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,1.0,175.0,140.3937
4555,flexible,f,12.0,Western Addition,Apartment,Entire home/apt,4.0,1.0,3.0,Real Bed,30.0,100.0,146.60928
5442,flexible,f,4.0,Castro/Upper Market,Condominium,Private room,1.0,1.0,1.0,Real Bed,2.0,100.0,126.526405
6676,strict_14_with_grace_period,f,4.0,Castro/Upper Market,Other,Private room,2.0,1.0,1.0,Real Bed,1.0,219.0,142.96898
2413,moderate,f,1.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,3.0,120.0,181.53886
2956,strict_14_with_grace_period,f,2.0,Parkside,House,Private room,2.0,1.0,1.0,Real Bed,30.0,62.0,74.1229
6710,flexible,t,3.0,Western Addition,Apartment,Entire home/apt,5.0,3.0,3.0,Real Bed,30.0,165.0,245.421
981,strict_14_with_grace_period,f,3.0,Marina,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,30.0,93.0,102.64458
1733,moderate,t,1.0,Excelsior,Apartment,Entire home/apt,6.0,2.0,3.0,Real Bed,5.0,149.0,198.30112
6063,moderate,t,1.0,Marina,Condominium,Entire home/apt,4.0,2.0,2.0,Real Bed,31.0,450.0,229.81197
2250,moderate,t,1.0,North Beach,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,2.0,195.0,169.35248
5849,flexible,t,2.0,Lakeshore,Apartment,Entire home/apt,4.0,1.0,1.0,Real Bed,30.0,145.0,120.401924
6299,strict_14_with_grace_period,t,165.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,147.0,148.82211
1269,strict_14_with_grace_period,f,1.0,Haight Ashbury,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,200.0,129.15651
414,strict_14_with_grace_period,f,41.0,Excelsior,House,Private room,1.0,1.0,1.0,Real Bed,30.0,35.0,37.215748
3668,moderate,f,1.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,140.0,140.17815
268,strict_14_with_grace_period,f,1.0,Mission,House,Private room,1.0,1.0,2.0,Futon,3.0,70.0,100.5399
7115,strict_14_with_grace_period,t,6.0,Ocean View,House,Private room,2.0,1.0,1.0,Real Bed,30.0,57.0,55.421375
2581,moderate,f,3.0,Noe Valley,Apartment,Entire home/apt,4.0,2.0,1.0,Real Bed,30.0,131.0,176.9878
2856,strict_14_with_grace_period,t,41.0,Chinatown,Serviced apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,2.0,95.0,106.05578
654,moderate,f,41.0,Downtown/Civic Center,Condominium,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,120.0,112.45063
2997,moderate,f,1.0,Western Addition,Condominium,Entire home/apt,2.0,1.0,1.0,Real Bed,3.0,210.0,180.39561
3317,moderate,f,852.0,Mission,Apartment,Entire home/apt,6.0,3.0,3.0,Real Bed,30.0,219.0,240.85628
2587,strict_14_with_grace_period,t,2.0,Western Addition,Apartment,Entire home/apt,6.0,2.0,6.0,Real Bed,1.0,239.0,478.37
2859,moderate,f,3.0,Inner Richmond,House,Private room,2.0,1.0,1.0,Real Bed,3.0,115.0,114.394485
4510,moderate,f,1.0,Twin Peaks,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,95.0,148.74931
3655,strict_14_with_grace_period,f,3.0,Twin Peaks,Apartment,Entire home/apt,6.0,3.0,4.0,Real Bed,30.0,192.0,321.84134
773,strict_14_with_grace_period,f,68.0,Downtown/Civic Center,Hotel,Private room,4.0,0.0,2.0,Real Bed,2.0,169.0,166.71356
5504,moderate,t,1.0,Parkside,Guest suite,Entire home/apt,4.0,1.0,3.0,Real Bed,3.0,150.0,131.16739
589,strict_14_with_grace_period,f,2.0,Noe Valley,House,Private room,2.0,1.0,1.0,Real Bed,30.0,70.0,101.61091
2998,moderate,t,6.0,West of Twin Peaks,House,Private room,1.0,1.0,1.0,Real Bed,30.0,58.0,59.63152
4521,strict_14_with_grace_period,f,44.0,Noe Valley,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,118.0,121.170944
4153,moderate,f,35.0,Haight Ashbury,Hostel,Shared room,1.0,1.0,1.0,Real Bed,1.0,50.0,51.605515
5339,strict_14_with_grace_period,t,6.0,Castro/Upper Market,House,Entire home/apt,4.0,2.0,2.0,Real Bed,5.0,700.0,344.36612
3132,strict_14_with_grace_period,f,12.0,Castro/Upper Market,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,68.0,68.77666
5409,strict_14_with_grace_period,t,6.0,Western Addition,House,Private room,6.0,2.0,3.0,Real Bed,1.0,425.0,405.65726
5919,moderate,t,1.0,West of Twin Peaks,House,Entire home/apt,6.0,3.0,4.0,Real Bed,2.0,256.0,340.17194
3433,strict_14_with_grace_period,t,3.0,South of Market,Apartment,Private room,2.0,0.0,1.0,Real Bed,3.0,180.0,139.27823
3186,moderate,f,1.0,Haight Ashbury,Condominium,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,100.0,141.5063
701,strict_14_with_grace_period,f,1.0,Outer Richmond,House,Entire home/apt,8.0,3.0,5.0,Real Bed,4.0,350.0,353.3839
3712,strict_14_with_grace_period,f,64.0,Castro/Upper Market,Apartment,Entire home/apt,6.0,2.0,2.0,Real Bed,30.0,194.0,225.24849
3687,moderate,f,1.0,Western Addition,Condominium,Entire home/apt,2.0,2.0,2.0,Real Bed,6.0,315.0,240.32423
6361,strict_14_with_grace_period,t,165.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,157.0,148.64807
677,strict_14_with_grace_period,f,1.0,Castro/Upper Market,House,Entire home/apt,5.0,3.0,2.0,Real Bed,7.0,575.0,375.59723
2822,strict_14_with_grace_period,t,106.0,Downtown/Civic Center,Serviced apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,2.0,288.0,280.87546
4791,flexible,t,53.0,Downtown/Civic Center,Boutique hotel,Private room,2.0,1.0,1.0,Real Bed,1.0,79.0,92.977036
2681,strict_14_with_grace_period,f,3.0,Outer Richmond,Condominium,Entire home/apt,4.0,2.0,2.0,Real Bed,31.0,180.0,189.15222
2419,strict_14_with_grace_period,f,1.0,Haight Ashbury,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,95.0,129.15651
4154,moderate,t,35.0,Haight Ashbury,Hostel,Shared room,1.0,1.0,1.0,Real Bed,1.0,50.0,52.379128
693,strict_14_with_grace_period,f,2.0,South of Market,Loft,Private room,2.0,1.0,1.0,Real Bed,2.0,159.0,142.26816
1514,strict_14_with_grace_period,f,4.0,Outer Sunset,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,90.0,95.82138
5990,flexible,f,1.0,Pacific Heights,House,Private room,2.0,1.0,1.0,Real Bed,1.0,150.0,158.84937
6195,strict_14_with_grace_period,f,33.0,Diamond Heights,House,Entire home/apt,4.0,3.0,3.0,Real Bed,30.0,292.0,191.289
2967,strict_14_with_grace_period,f,3.0,Mission,Apartment,Private room,2.0,1.0,1.0,Real Bed,3.0,110.0,121.808525
7010,strict_14_with_grace_period,f,95.0,South of Market,Serviced apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,190.0,175.2051
110,strict_14_with_grace_period,f,2.0,Castro/Upper Market,Guest suite,Entire home/apt,2.0,0.0,1.0,Real Bed,4.0,85.0,149.16158
3520,moderate,f,2.0,Bernal Heights,Condominium,Entire home/apt,4.0,2.0,2.0,Real Bed,3.0,200.0,249.03358
4698,flexible,t,1.0,West of Twin Peaks,House,Entire home/apt,9.0,3.0,7.0,Real Bed,1.0,500.0,409.27817
3858,moderate,f,1.0,Inner Richmond,Apartment,Entire home/apt,4.0,1.0,3.0,Real Bed,3.0,40.0,190.40784
5072,strict_14_with_grace_period,f,64.0,Russian Hill,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,30.0,170.0,133.39822
3796,moderate,t,4.0,Parkside,House,Private room,2.0,1.0,2.0,Real Bed,2.0,75.0,77.59847
4151,moderate,f,2.0,North Beach,Condominium,Private room,2.0,1.0,1.0,Real Bed,1.0,125.0,124.80925
856,strict_14_with_grace_period,f,1.0,Bayview,House,Entire home/apt,8.0,2.0,2.0,Real Bed,30.0,131.0,223.54666
6194,strict_14_with_grace_period,t,24.0,Financial District,Boutique hotel,Private room,2.0,0.0,1.0,Real Bed,5.0,200.0,166.80713
4695,strict_14_with_grace_period,t,14.0,Inner Sunset,Apartment,Private room,2.0,1.0,1.0,Real Bed,30.0,58.0,80.78369
7086,moderate,t,4.0,Outer Sunset,House,Private room,3.0,1.0,2.0,Real Bed,2.0,88.0,80.17186
6069,strict_14_with_grace_period,f,2.0,Presidio Heights,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,70.0,129.23668
6561,strict_14_with_grace_period,f,55.0,Downtown/Civic Center,Hostel,Private room,1.0,1.0,1.0,Real Bed,30.0,55.0,46.31898
5187,flexible,t,87.0,Mission,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,86.0,98.8841
6925,strict_14_with_grace_period,t,5.0,Inner Sunset,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,55.0,68.38781
1759,moderate,f,1.0,Mission,House,Entire home/apt,8.0,3.0,4.0,Real Bed,30.0,295.0,307.68842
5272,strict_14_with_grace_period,t,87.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,74.0,87.89293
3540,strict_14_with_grace_period,f,2.0,Pacific Heights,House,Entire home/apt,8.0,6.0,10.0,Real Bed,60.0,800.0,916.04736
605,moderate,t,2.0,Potrero Hill,House,Private room,2.0,1.0,1.0,Real Bed,2.0,120.0,112.77574
2620,strict_14_with_grace_period,f,1.0,Noe Valley,Condominium,Entire home/apt,10.0,3.0,4.0,Real Bed,30.0,425.0,595.30835
3128,strict_14_with_grace_period,f,12.0,Castro/Upper Market,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,69.0,68.77666
3092,flexible,f,1.0,Nob Hill,Apartment,Entire home/apt,4.0,2.0,3.0,Real Bed,30.0,160.0,226.1635
1469,strict_14_with_grace_period,f,3.0,Marina,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,2.0,550.0,289.25555
6774,moderate,f,1.0,Haight Ashbury,Apartment,Entire home/apt,5.0,2.0,3.0,Real Bed,2.0,529.0,254.46506
3970,flexible,f,1.0,South of Market,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,119.0,139.49973
6263,strict_14_with_grace_period,t,165.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,150.0,148.82211
3279,strict_14_with_grace_period,f,64.0,Mission,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,30.0,130.0,114.31976
3012,moderate,t,3.0,Haight Ashbury,House,Entire home/apt,6.0,3.0,4.0,Real Bed,4.0,400.0,373.1088
107,strict_14_with_grace_period,f,1.0,Downtown/Civic Center,Loft,Entire home/apt,1.0,1.0,1.0,Real Bed,30.0,250.0,134.58232
6843,super_strict_30,t,18.0,Castro/Upper Market,Apartment,Entire home/apt,4.0,1.0,2.0,Real Bed,30.0,138.0,143.49425
29,moderate,t,2.0,Western Addition,Guest suite,Entire home/apt,4.0,1.0,2.0,Real Bed,5.0,195.0,208.93483
3582,strict_14_with_grace_period,f,64.0,Russian Hill,Apartment,Entire home/apt,5.0,2.0,1.0,Real Bed,30.0,250.0,228.38074
3247,flexible,f,1.0,Excelsior,House,Private room,2.0,1.0,1.0,Real Bed,1.0,85.0,80.87889
3480,moderate,t,1.0,Parkside,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,3.0,150.0,183.92682
2779,strict_14_with_grace_period,f,101.0,Noe Valley,House,Entire home/apt,6.0,3.0,4.0,Real Bed,30.0,335.0,398.39453
2826,flexible,t,1.0,Marina,House,Entire home/apt,8.0,2.0,4.0,Real Bed,30.0,400.0,296.5106
751,moderate,f,1.0,Bernal Heights,Apartment,Private room,2.0,1.0,1.0,Real Bed,1.0,119.0,107.743004
3854,flexible,t,1.0,Outer Sunset,House,Entire home/apt,8.0,4.0,4.0,Real Bed,4.0,280.0,367.1637
584,strict_14_with_grace_period,f,1.0,Bayview,Guest suite,Private room,2.0,1.0,1.0,Real Bed,1.0,76.0,91.60472
1221,moderate,t,4.0,Ocean View,House,Private room,4.0,1.0,3.0,Real Bed,1.0,60.0,88.14831
3485,flexible,t,2.0,Inner Sunset,House,Entire home/apt,6.0,3.0,4.0,Real Bed,5.0,150.0,383.35568
2708,moderate,t,1.0,Outer Sunset,House,Private room,3.0,1.0,1.0,Real Bed,2.0,99.0,84.19097
4387,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,75.0,86.22489
2985,moderate,t,1.0,West of Twin Peaks,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,3.0,97.0,128.67451
6143,flexible,t,1.0,Noe Valley,Apartment,Entire home/apt,4.0,2.0,2.0,Real Bed,2.0,155.0,275.32016
548,strict_14_with_grace_period,f,3.0,Outer Sunset,House,Entire home/apt,11.0,4.0,6.0,Real Bed,3.0,495.0,381.76666
6929,moderate,t,2.0,Noe Valley,Townhouse,Private room,1.0,1.0,1.0,Real Bed,1.0,66.0,94.713745
4643,moderate,t,1.0,Outer Sunset,House,Entire home/apt,2.0,1.0,1.0,Real Bed,3.0,130.0,118.85853
4005,moderate,t,5.0,Bayview,House,Private room,2.0,1.0,1.0,Real Bed,30.0,63.0,58.135384
3368,moderate,f,2.0,Potrero Hill,Apartment,Private room,2.0,1.0,1.0,Real Bed,1.0,150.0,112.59228
6643,strict,f,852.0,Haight Ashbury,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,163.0,131.86418
5203,strict_14_with_grace_period,t,2.0,Excelsior,Guest suite,Entire home/apt,2.0,0.0,1.0,Real Bed,31.0,100.0,86.296036
7087,flexible,t,2.0,Glen Park,Guest suite,Entire home/apt,2.0,0.0,1.0,Real Bed,2.0,110.0,140.30954
6882,moderate,f,4.0,Excelsior,House,Entire home/apt,4.0,1.0,2.0,Real Bed,1.0,100.0,141.95232
6989,strict_14_with_grace_period,f,67.0,Downtown/Civic Center,Hotel,Private room,4.0,0.0,2.0,Real Bed,1.0,199.0,163.40039
2084,strict_14_with_grace_period,f,101.0,Financial District,Condominium,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,501.0,238.6442
5020,strict_14_with_grace_period,t,2.0,Mission,Condominium,Entire home/apt,2.0,1.0,1.0,Real Bed,1.0,200.0,175.20999
1204,strict_14_with_grace_period,f,3.0,Western Addition,Condominium,Entire home/apt,6.0,2.0,3.0,Real Bed,30.0,350.0,410.20737
344,strict_14_with_grace_period,t,9.0,Potrero Hill,House,Entire home/apt,8.0,3.0,3.0,Real Bed,4.0,700.0,471.35022
5110,flexible,t,37.0,Chinatown,Boutique hotel,Private room,2.0,1.0,1.0,Real Bed,2.0,250.0,150.49692
5334,strict_14_with_grace_period,t,1199.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,194.0,138.54211
1576,strict_14_with_grace_period,f,1.0,Bernal Heights,House,Entire home/apt,6.0,3.0,3.0,Real Bed,4.0,350.0,353.33047
3330,moderate,t,3.0,Bernal Heights,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,4.0,100.0,131.01898
6701,strict_14_with_grace_period,t,4.0,Western Addition,Condominium,Entire home/apt,6.0,2.0,4.0,Real Bed,3.0,350.0,694.79645
3772,moderate,f,1.0,Western Addition,House,Entire home/apt,6.0,3.0,5.0,Real Bed,7.0,440.0,384.8108
2869,moderate,t,1.0,Outer Sunset,House,Private room,5.0,1.0,3.0,Real Bed,1.0,80.0,95.663506
6044,moderate,f,1.0,Outer Mission,House,Private room,2.0,0.0,1.0,Real Bed,31.0,115.0,85.28358
6077,strict_14_with_grace_period,f,8.0,Western Addition,Apartment,Private room,4.0,1.0,1.0,Real Bed,30.0,35.0,101.07051
4524,flexible,t,23.0,Inner Sunset,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,90.0,98.451996
90,strict_14_with_grace_period,f,20.0,Chinatown,House,Shared room,1.0,1.0,2.0,Real Bed,30.0,30.0,37.424675
6765,moderate,t,12.0,Bayview,Apartment,Entire home/apt,6.0,3.0,3.0,Real Bed,30.0,170.0,158.45967
4409,strict_14_with_grace_period,f,11.0,Downtown/Civic Center,Aparthotel,Private room,1.0,0.0,1.0,Real Bed,32.0,130.0,78.87008
4076,moderate,t,1.0,Bernal Heights,Condominium,Private room,2.0,1.0,1.0,Real Bed,2.0,150.0,108.75313
2324,moderate,f,3.0,Castro/Upper Market,Apartment,Private room,2.0,1.0,1.0,Real Bed,2.0,133.0,123.09087
4622,strict_14_with_grace_period,t,14.0,Inner Sunset,Apartment,Private room,2.0,1.0,1.0,Real Bed,30.0,58.0,80.78369
624,strict_14_with_grace_period,f,1.0,Castro/Upper Market,Apartment,Entire home/apt,4.0,2.0,4.0,Real Bed,2.0,99.0,271.09283
69,moderate,f,9.0,Pacific Heights,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,55.0,73.637985
2880,moderate,t,5.0,Bayview,House,Private room,6.0,1.0,3.0,Real Bed,1.0,140.0,119.403824
889,strict_14_with_grace_period,f,1.0,Haight Ashbury,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,125.0,129.15651
3471,strict_14_with_grace_period,f,1.0,Financial District,Apartment,Private room,2.0,1.0,1.0,Real Bed,1.0,500.0,146.56409
5422,flexible,t,37.0,Financial District,Boutique hotel,Entire home/apt,2.0,1.0,1.0,Real Bed,2.0,250.0,189.95367
4609,moderate,f,1.0,Outer Mission,Guest suite,Entire home/apt,2.0,1.0,1.0,Real Bed,1.0,115.0,105.39596
6633,strict_14_with_grace_period,f,1.0,Outer Sunset,House,Entire home/apt,4.0,1.0,2.0,Real Bed,1.0,169.0,144.38828
5204,moderate,f,1.0,Mission,Apartment,Private room,2.0,1.0,1.0,Real Bed,2.0,169.0,114.76787
6650,moderate,f,1.0,Castro/Upper Market,Condominium,Entire home/apt,4.0,2.0,2.0,Real Bed,3.0,250.0,281.19424
947,moderate,t,6.0,Mission,House,Private room,2.0,1.0,1.0,Real Bed,1.0,99.0,95.90785
877,flexible,f,2.0,Haight Ashbury,Condominium,Private room,1.0,1.0,1.0,Real Bed,3.0,150.0,108.93176
5059,flexible,t,1.0,Mission,Condominium,Entire home/apt,6.0,2.0,6.0,Real Bed,30.0,189.0,284.61752
6670,moderate,f,2.0,South of Market,House,Entire home/apt,10.0,5.0,5.0,Real Bed,2.0,1200.0,652.1671
2543,strict_14_with_grace_period,f,44.0,Mission,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,99.0,111.88255
293,moderate,f,1.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,200.0,140.17815
5834,moderate,f,2.0,Ocean View,House,Private room,2.0,1.0,1.0,Real Bed,30.0,1500.0,65.947334
3364,moderate,t,2.0,Potrero Hill,Condominium,Private room,2.0,1.0,2.0,Real Bed,3.0,123.0,127.33791
445,strict_14_with_grace_period,f,2.0,Marina,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,2.0,200.0,164.88785
6418,flexible,t,5.0,West of Twin Peaks,House,Private room,3.0,1.0,2.0,Real Bed,2.0,100.0,111.42079
6732,flexible,t,1.0,North Beach,Apartment,Private room,2.0,1.0,1.0,Real Bed,1.0,150.0,123.59907
2302,moderate,t,9.0,Outer Mission,House,Private room,2.0,1.0,1.0,Real Bed,2.0,70.0,75.88219
4768,flexible,t,53.0,Downtown/Civic Center,Boutique hotel,Private room,2.0,0.0,1.0,Real Bed,1.0,79.0,87.17423
2003,strict_14_with_grace_period,f,68.0,Downtown/Civic Center,Hotel,Private room,4.0,0.0,2.0,Real Bed,2.0,180.0,166.71356
6349,strict_14_with_grace_period,t,165.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,147.0,148.82211
4758,moderate,t,2.0,South of Market,Apartment,Private room,2.0,1.0,1.0,Real Bed,1.0,85.0,119.30719
2955,moderate,t,12.0,Excelsior,House,Private room,2.0,1.0,1.0,Real Bed,30.0,48.0,53.19577
1923,flexible,f,2.0,South of Market,Condominium,Private room,2.0,1.0,1.0,Real Bed,30.0,125.0,129.91553
4243,moderate,f,1.0,Mission,House,Private room,1.0,1.0,2.0,Real Bed,2.0,145.0,98.28258
6928,flexible,t,4.0,Castro/Upper Market,Condominium,Private room,1.0,1.0,1.0,Real Bed,30.0,57.0,134.6213
3189,strict_14_with_grace_period,f,1.0,Potrero Hill,House,Private room,2.0,1.0,1.0,Real Bed,3.0,125.0,117.401405
5105,strict_14_with_grace_period,f,2.0,Mission,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,249.0,116.466
4997,strict_14_with_grace_period,f,3.0,Western Addition,Condominium,Entire home/apt,4.0,2.0,2.0,Real Bed,2.0,400.0,310.1981
367,strict_14_with_grace_period,f,4.0,Noe Valley,House,Private room,2.0,1.0,1.0,Real Bed,3.0,105.0,131.19206
5724,moderate,t,1.0,Nob Hill,Apartment,Private room,2.0,1.0,1.0,Real Bed,1.0,160.0,114.7035
5412,flexible,t,6.0,Lakeshore,House,Private room,3.0,1.0,2.0,Real Bed,1.0,120.0,76.53618
4073,flexible,t,2.0,Excelsior,Apartment,Private room,2.0,1.0,1.0,Real Bed,30.0,72.0,71.259224
6409,strict_14_with_grace_period,f,1.0,Castro/Upper Market,Condominium,Entire home/apt,4.0,2.0,5.0,Real Bed,2.0,200.0,317.66742
6539,strict_14_with_grace_period,t,165.0,Western Addition,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,164.0,148.64807
6157,flexible,t,1.0,Castro/Upper Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,175.0,158.96425
7059,flexible,f,1.0,Ocean View,House,Private room,2.0,1.0,1.0,Real Bed,3.0,82.0,85.66346
5089,moderate,t,76.0,Western Addition,Boutique hotel,Private room,2.0,1.0,1.0,Real Bed,2.0,300.0,179.0521
7126,strict_14_with_grace_period,f,2.0,Western Addition,Condominium,Entire home/apt,6.0,3.0,3.0,Real Bed,1.0,360.0,831.38086
3385,strict_14_with_grace_period,f,1.0,Bernal Heights,House,Private room,2.0,1.0,1.0,Real Bed,30.0,124.0,95.85188
3660,strict_14_with_grace_period,f,1.0,Mission,House,Entire home/apt,10.0,6.0,7.0,Real Bed,2.0,1080.0,902.3339
7026,flexible,t,439.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,243.0,182.3762
5040,flexible,t,1.0,Western Addition,Apartment,Entire home/apt,3.0,1.0,1.0,Real Bed,2.0,175.0,188.29034
6261,strict_14_with_grace_period,t,165.0,South of Market,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,147.0,148.82211
3262,moderate,f,852.0,South of Market,Apartment,Entire home/apt,6.0,3.0,3.0,Real Bed,30.0,240.0,252.35342
5731,moderate,f,1.0,Western Addition,Guest suite,Entire home/apt,4.0,2.0,2.0,Real Bed,2.0,350.0,216.56178
1187,strict_14_with_grace_period,f,2.0,Outer Mission,House,Private room,2.0,1.0,1.0,Real Bed,1.0,100.0,87.42877
3051,moderate,f,3.0,South of Market,Condominium,Entire home/apt,2.0,1.0,1.0,Real Bed,30.0,229.0,147.64668
2657,moderate,t,2.0,Inner Richmond,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,1.0,119.0,138.2558
6514,strict_14_with_grace_period,f,6.0,Twin Peaks,House,Entire home/apt,7.0,5.0,5.0,Real Bed,4.0,2000.0,634.5181
2805,moderate,t,3.0,Ocean View,House,Entire home/apt,6.0,2.0,3.0,Real Bed,2.0,299.0,211.10901
5315,strict_14_with_grace_period,f,2.0,Pacific Heights,Apartment,Private room,1.0,1.0,1.0,Real Bed,30.0,80.0,83.365105
5473,flexible,t,439.0,Nob Hill,Apartment,Entire home/apt,2.0,0.0,1.0,Real Bed,30.0,216.0,166.08458
6990,flexible,f,2.0,Twin Peaks,House,Private room,2.0,0.0,1.0,Real Bed,1.0,188.0,120.363235
151,strict_14_with_grace_period,f,2.0,Outer Richmond,Apartment,Entire home/apt,2.0,1.0,1.0,Real Bed,4.0,149.0,159.7578
1859,moderate,f,2.0,Mission,Apartment,Entire home/apt,4.0,1.0,1.0,Real Bed,2.0,240.0,177.82037
6957,moderate,f,2.0,Outer Richmond,Guest suite,Entire home/apt,4.0,0.0,2.0,Real Bed,1.0,102.0,152.9386
1033,strict_14_with_grace_period,f,1.0,Bayview,House,Private room,2.0,1.0,1.0,Real Bed,30.0,85.0,73.19337
1384,flexible,f,2.0,Ocean View,House,Private room,2.0,1.0,1.0,Real Bed,1.0,120.0,77.482086
4733,moderate,f,2.0,Mission,Apartment,Private room,3.0,1.0,2.0,Real Bed,1.0,100.0,118.505066
915,moderate,t,4.0,Outer Mission,House,Private room,2.0,1.0,1.0,Real Bed,2.0,69.0,80.80829
1306,moderate,t,15.0,Pacific Heights,Hotel,Private room,2.0,1.0,1.0,Real Bed,1.0,109.0,124.094765
